x1,x2,x3,x4,y1,y2,y3,y4,Score,Pass
Hello my name is Paula and i can definitely help you change your ringtone to a specific contact.,Hello my name is Paula and i can help you troubleshoot your Iphone 7 and get it powered back on,Hello my name is Paula and i can help you connect your outlook account to your new Iphone.,Helping customers with any issues they have with their electronic devices and i want to be an Anywhere Expert because im good with electronics and people.,0,0,0,,0,0
"Hi, my name is Seniqua, I'll be glad yo help you change your contacts ringtone.  Open your Contacts app (orange with a white outline of a person), and select the contact you wish to change. You should see a small circled ""i Details"" button, click it. On the next screen click the Edit button at the top. Scroll to the bottom of the edit screen, and click the view more button located above the Scan business card button. Scroll down to the ringtone field, and click it to edit. Select the ringtone you would like to use.","Hi I'm Seniqua, I can definitely help you get your iPhone 7 back on. You want to press and hold the volume down button(on the left side) and the power button together for 15 to 20 seconds. You should see the Apple logo appear. When it does, release the buttons so your phone can reboot.","Hello, my name is Seniqua. I'll be glad to help you add your outlook email to your iPhone 7. In order to do so, open your Settings app, looks like a gray widget,  and click the Mail, Contacts, and Calendars button (blue with envelope picture). Click ADD ACCOUNT. Scroll down and click OUTLOOK.COM. Enter your outlook.com username and email and 1word, and click next in the top right hand corner. Select if you would like to sync your mail, contacts, calendars, and reminders with Outlook and save.","With Anywhere Expert, I expect to be using my time to help others with technical problems. I believe my job is to respond in a timely manner and make the process as easy as possible for the customer. I will be providing quick and efficient customer support catered to each customers need. I would like to be an Anywhere expert to help make the most of my free time. I am also looking for a flexible way to earn income, and I believe Anywhere Expert is a perfect fit for me.",1,0,0,,1,0
"Hi Reggie, how are doing today? i will be happy to help you with that! Please follow these steps:

First, tap on contacts on home screen

Tap the desired contact name, then select details.

Tap edit.

Tap More.

Tap On Ringtone.

Tap allow storage permission, then select ALLOW

Finally, Tap on the desired ringtone to assign it to the contact and then tap OK.

Let me know once done.","Hi Jamie, how are you doing today? i will be happy to hep you with that! Please follow these steps:

Press and hold the SLEEP/WAKE button and the VOLUME DOWN button at the same time.

Keep holding down the above button combo untill you see an APPLE logo appear on screen  (your iphone screen will go dark before the APPLE logo appears).

Finally, when the launch screen appears, you can let go of the button combo. once your iphone is completely on, check to see if it stays ON and operational. 

Let me know once done!","Hi Timothy, how are doing today? i will be happy to help with that! please follow these steps:

Firstly, please launch the settings on your home screen which looks like a gray colored gear icon.

Tap on Mail, Contacts, Calendars.

Tap on Add Account.

Tap on Outlook.com

Enter your outlook.com username and 1word and then tap NEXT in the upper right hand corner.

Finally, choose the services you'd like to enable and sync with Outlook and then tap SAVE in the upper right hand corner.

Please let me know once done!

","As an Anywhere Expert, i will be helping people from anywhere, with their everyday tech issues either using the mobile or web app via chat messaging. I want to be an Anywhere Expert, as i have extensive computer and tech background & am a go-to tech helper for my colleagues, family & friends , also have extensive knowledge of either old or new gadgets, plus the freedom of working from anywhere. Thanks for this awesome opportunity!",1,1,0,59,2,1
"Hello, I can definitely help you to change the ringtone of a specific contact on your S8+. Go to Phone > Contacts > select person > select ""Details"" (info sign) > EDIT (Top of screen) > View more (Just above ""Scan Business Card"") > scroll down and you will see ringtone. Click that (allow permission 1st time), and then select the tone you would like.","Hello, I'm sorry to hear your iPhone 7 will not power on. I can help you with that. Please try the following: Press and hold the Volume Down button and the Power key (sleep/wake button) together for 15 to 20 seconds. This usually resets the phone and gets it to power back on.","Hello, Timothy! I can definitely help you to add your Outlook.com email to your iPhone. Try this: Launch the Settings app on your iPhone then choose Mail, Contacts, Calendars. Tap on Add Account and then select Outlook.com from the list. Enter your Outlook.com username and 1word and then tap Next in the upper right hand corner. Please let me know if this does not work, as certain versions of iOS have a known issue with Outlook and you may have to update.","I believe I'll be helping regular users with common issues, and problems. Occasionally, I'm sure I'll also encounter some not so common issues which will require more than the usual amount of research and may require me to reach out for help. I want to be an Anywhere Expert because the platform is compelling and forward thinking and I have extensive experience providing technical support for companies such as Dell, Apple, and Amazon.",1,1,0,100,2,1
"Hi Reggie, my name is Guillaume and I would be happy to help you change the ringtone of a specific contact on your galaxy s8. 
Go to your phone contacts and then select the person(s) you would like to add a specific ringtone for. Let me know when you get there.
AWESOME!! Next I want you to select ""details"" (info. sign) and go to EDIT at the top of the screen. Keep going. You're doing great!!
Now I want you to go to VIEW MORE (just above ""Scan Business Card). after that
scroll down and you will see ringtone click that (allow permission 1st time) and it will bring up tones for you. That's all there is to it. I hope this helped you out.
Was I able to resolve the reason for you contacting me today??? If so then you have a SUPERFANTASTIC DAY!!!!!! THANK YOU
","Hi Jamie, my name is Guillaume and I am delighted to help you get your iphone 7 up and operating again.
We are going to do what is called a ""Force Restart"". first  press and hold down the Sleep/Wake button and the Volume Down button at the same time. Let me know when this action is taking place. Very Good!!
Now Keep holding down the button combo until you see an Apple logo appear on the screen your iPhone screen will go dark before the Apple logo appears.
That's all there is to it. Was I able to help you accomplish the task that you reach out to me for??? It was a pleasure helping you . Please contact us again if you need help because we're here to help you. Thank you and have a joyous day.","Hi Timothy, my name is Guillaume and I'm going to make this quick and simple as possible for you. Even if you have iso 11 or not the first time you open Mail, it may prompt you to add an email account (if you haven’t yet done so). 
Next select an account type, then enter your account information.If you don’t see your account type, select Other Mail Account. To add another account, choose Mail then choose Add Account. select an account type, then enter your account information. Make sure the Mail checkbox is selected for the account. Hey Timothy let me know if I'm moving too fast okay?? AWESOME!! You're my favorite chat of the day.

If you already use an account on your Mac with other apps, such as Contacts or Messages, you can also use the account with Mail. Just choose MAIL then choose Accounts to open Internet Accounts preferences, select the account on the left, then select the Mail checkbox on the right. That's all there is to it.
Was I able to resolve the reason for our chat today. It was a pleasure helping you today and don't forget to reach out to us when ever you need help. you are the reason why we're here. Thank you and have a wonderful day.",As an Anywhere expert I will be challenged to solve on the spot technical issues that customers want resolved. It's challenges like these that keep me motivated on a daily bases. It makes working rewarding relevant. The fact that I can do this from my LG anywhere I go adds more of a desire to work.,1,1,0,47,2,0
"My name is Melissa and I would like to help you change the ringtone for a specific contact!  Lets follow these steps: Go to Phone > Contacts > select person > select ""Details"" (should be an info button) > EDIT (will be at the top of screen) > View more (Just above ""Scan Business Card"") > scroll down and you will see ringtone click that (allow permission 1st time) and it will bring up tones for you.","Jamie, lets try to get your iPhone 7 turned back on.  Hold down the sleep button (on the side of your phone) and the volume down button (also on the side of the phone) for 10 seconds.  After those 10 seconds you should see the apple appear on the phone.","Hi Timothy I would be glad to assist you in getting outlook.com email on your new iPhone. I will walk you through the steps!

Go to you iPhone settings (gray box with gear)>scroll down and click accounts and 1words (gray box with key)>click add account>choose outlook.com>enter your full email address and click next>enter your 1word and click sign in>You may need to approve certain permissions such as accessing your calendar and contacts (click yes if you agree)>Choose the services you want to sync with your iPhone and click save. Then you should be good to go!",I will be helping others with the technical questions.  I think this would be the perfect job for me as I am a single mom and could use the extra money.  I am a hard worker and enjoy new challenges!,1,1,1,100,3,1
"Hi Reggie, I am happy to help you change the ringtone of a specific contact on yoru galaxy s8.  

From the home screen, tap Contacts. ...
Scroll to and tap the preferred contact.
Tap EDIT.
Tap More.
Scroll to and tap the Ringtone field.
Tap to select the new ringtone, then tap the Back key.
Tap SAVE.
The ringtone is now changed.

Is there anything else I can help you with Reggie?

Enjoy your new ringtone!","Hi Jamie, I am sorry that happened to you.  I will be happy to help you with rebooting your iphone.

To do a hard reset, you should hold the power button and volume down button at the same time.   Can you try that and see if it fixes the problem?

It fixed it?  Great!  Glad I could help.  Have a great evening Jamie.

","Hi Timothy - I hope you are well today.  I can help you add Outlook email to your iphone.

Find the settings icon in your apps on your phone.  It should be grey and look like a gear.  You found it?  Great!

Got it?  Awesome.  Next tap on Mail, Contacts, Calendars option.

Tap Add Account
Tap on Outlook.com
Now it's time to fill in your information - enter your outlook.com username and 1word and then tap next in the upper right hand corner.

What's your email Timothy?  I will send you one as a test!

",In my day to day job I am a professional and have been working with Uber/Lyft for some time to supplement my income.  I found this advertisement on social media and thought it would challenge me to help people more than driving does because I get bored with just driving.  I like finding answers to new questions and helping people feel like they got an answer and resolutions...and got it quickly.,0,0,0,,0,0
"Good afternoon, my name is Gabby. How are you today? I see you are trying to change the ringtone on your Galaxy S8+. I would be happy to help you with that! From the home screen, touch and swipe up or down to display all apps. Navigate to Settings. On the S8+ it is a blue gear wheel. Next hit Sounds and Vibrations. At this screen you can sample and choose which ringtone you prefer. ","That is so frustrating! It has happened to me before in the past, too, though and it is very easy to resolve. First, press and hold the Side and Volume Down buttons at the same time for at least 10 seconds until you see the Apple logo. How are we doing?","I do apologize for the issues you are facing. Unfortunately, this is a known issue with iOS 11 that thankfully was corrected in a hotfix. Please navigate to settings, there is a silver gear wheel, and click on General. Are you with me? Excellent. Now go to ""About"" and tell me which version you are currently using. [Assuming it is 11.0.1.] Wonderful! You are fully updated and can add Outlook to your phone. Back out to the main Settings menu and navigate to Accounts and 1words. Now hit ""Add Account"" and choose, ""Exchange."" How are we doing? Wonderful! We're almost done! Enter your email address, and if you so desire, an account description. Enter your email 1word and any additional server information. Now hit select and allow it to Sync. ","I will be assisting customers with their technology concerns, which excites me because I can be paid for what I already do for family and friends for free. ",0,1,1,100,2,1
"Hello Reggie, I'd be glad to help you with changing the ringtone for one of your contacts! 

Can you please explain if you're trying to change your text alert or your calling alerts or both? 

To change your Ringtone you'll want to see the section labeled ""notification sounds"" in your contact that you select by hitting edit. 

Now, tap on the option that says  change ringtone. From there we can select which ringtone we prefer for this contact. 

I hope this helps. 

Is there anything else I can do for you today ? ","Hello Jamie, 

I'm so sorry your phone isn't turning back on after charging it!  I'd be happy to help you troubleshoot. 

Can you please grab your charger and try to plug it into another device that is powered on? Can you please tell me if it's showing that it's charging? 

Please be sure to check your connection with the plug you're using by plugging in anything else. 

I'm glad I was able to help you today. Is there anything else I can help you with today? ","Hello Timothy, 

I'd be happy to help you add your outlook email to your new iphone! Thanks for advising me the IOS version. 

I know how important it is to be able to access your emails. 

First of all, we will need to go to your settings from your home screen, from there please tap the apps icon at the lower right corner of your screen. The icon is white with dots inside of it. 

Now we need to locate the settings icon. That icon says ""Settings"" and it's blue with a grey wheel inside. After you tap settings, you will see a list of options. 

Now you're going to want to go to the option called ""Accounts"" then tap ""Add Account"". 

After that please tap the option that says Outlook. 
Enter your full email address and tap next in the lower right. On the next screen it'll ask you for your 1word, please add that 1word for your Outlook account and tap ""next"" again, and please remember this is case sensitive. 

Now you have your email account added to your new iphone! I'm glad I could assist you today. 

Is there anything else I can help you with today? ",I think I'll be helping customers learn how to utilize the devices most people use in today's age already. I want to work with Anywhere Expert to help expand knowledge of the devices we have available to us and I love to help people! ,0,0,1,,1,0
"Hi I’d love to help with this issue! If you can go to the specific contact, long press their name and hit “Edit”, and scroll down to “ringtone”, you can press the current ringtone and change the ringtone to something of your choosing. When you are finished, simply hit “Save” and you’re done. ","Yes, let’s see if we can solve that problem for you today. Let’s troubleshoot. I need you to press and hold the power button and the home key at the same time until the screen lights back up. This is called a soft reboot. Has your screened turned back on? ","Not a problem Timothy! Let’s get your Outlook working. Please hit “Settings”, scroll down to “Accounts and 1words”, and tap  “Add Account”. You should be able to freely add the account of your choosing. Is there anything else I can help you with today? Have I resolved your issue for you to your satisfaction?",Helping people solve any issue they have with their tech devices. I will be advising people and putting a good face for the company to help expand the brand and put forward the notion that people helping people is to be encouraged. ,0,0,1,,1,0
"Hello, my name is Devan. I will be happy to assist you changing your ringtone on your Galaxy S8+. Go to the phone icon. Then, when you get there go to contact and pick that contact that you want to change. After those two steps select the details which looks like the info sign. Then you will go and press edit.  When you finish that you will have to press view more which is just above the ""scan business card"". When you scroll down from that you will see ringtone. Click on that and allow permission for the first time and it will bring up the tones for you and you will be able to change the ringtone to that specific contact. I hope that I have helped you in the best way possible. If you have any additional questions, feel free to reach out to us. ","Hi, My name is Devan. I will be happy to assist you with solutions on fixing your iPhone 7.  In order to get your get your screen back on, you will need to reset your phone. To do this, Hold down the on/off button and volume down button at the same time. Continue holding them for at least 10 seconds. If the shut-down slider appears on the screen, keep holding the buttons. When the white Apple logo appears, let go of the buttons and let the phone start up. I hope that this helps you. Feel free to reach out if you have any additional questions. Thanks so much for allowing me to assist you. ","Hi, My name is Devan. I will be happy to assist you add outlook email to your new iPhone. First, you will go to the settings app, then tap on mail, contacts, calendars. After that, you will click on add account, you then click Outlook.com. When you follow those steps enter your outlook.com username and 1word and then tap next which should be in the upper right hand corner. When you finish that choose the services you would like to enable and sync with outlook and then you ill tap save and will be finished and ready to go. I hope that this helps you. Thanks for reaching out. It's been my pleasure to serve you. 
","As an Anywhere Expert, I will be giving quality service to cell phone consumers helping them trouble shoot and problem solve issues they are experiencing with their devices. I want to be an Anywhere Expert because I understand the current phones and have the ability to help resolve issues while giving a world-class experience. ",1,1,0,70,2,1
"Hi, my name is Alyx. I would be happy to help you change the ringtone for a specific contact on your Galaxy S8+! 

From the Home screen, swipe up on an empty spot to open the Apps tray.
Tap Contacts.
Tap the desired Contact name > Details.
Tap EDIT.
Tap More.
Tap Ringtone.
Tap Allow Storage permission > ALLOW.
Tap the desired ringtone to assign it to the contact and then tap OK.

Did that help you out? Is there anything else I can assist you with?

Thank you for reaching out to us. If you ever need anything in the future, we would be happy to assist you. Have a wonderful day!","Hello, my name is Alyx. It is super frustrating to have your phone shut off and not turn back on. I had this happen with my iPhone 7 as well but it happened during an update.

Do you have your charger and an outlet near by? Please plug the phone in to make sure that it is charging and that the charger is not the issue. If the charger is working, lets try to force restart the phone.

To force the phone to restart, press and hold both the Side and Volume Down buttons for at least 10 seconds, until you see the Apple logo.

Did the phone turn on? Awesome! Thank you for allowing me to assist you in getting your iPhone 7 to turn back on. Please don't hesitate to reach out if you have any other problems. Have a great day!","Hello, my name is Alyx. I would be happy to help you add your Outlook email to your iOS 11 supported device! Is your phone currently connected to WiFi? Great! 

Open the Settings app on your iPhone. Once inside, scroll down and select ""Accounts & 1words"" from the list of options. From there, tap on ""Add Account,"" and choose the email service you'd like to sign into.

After you've chosen your email service, simply follow the on-screen instructions in order to sign in with your email address and 1word. Depending on what service you choose, a permissions prompt might appear detailing various application permissions your email account will have access to, so tap on ""Yes"" to proceed.

You will now be taken to your account's settings page where you'll have the option to select which apps can access and sync with it, such as Contacts, Calendars, Reminders, and Notes. After choosing which apps you want to sync with your email account, tap on ""Save"" to finish up.

Is there anything else I can help you with today? Thank you for letting me help you get your Outlook email added to your iOS 11 device. Please let us know if there is anything else we can assist you with. Have an amazing day!","As an Anywhere Expert, I think I will be assisting people with technical issues they are having with their electronic devices and with any technological questions they have.

I want to be an Anywhere Expert because I enjoy helping people. I like working on computers and typing as well. Majority of my work experience has been in customer service and it has become something that I love and am 1ionate about!",1,1,1,55,3,1
Open the settings and find sounds and vibration. Tap on ringtone and then scroll through the list to find the one you want,"Press and quickly release the Volume Down button. Then, press and hold the Side button until you see the Apple logo","Go into Setting Apps, then go to mail, contacts, calendars. Tap the Outlook and enter your Outlook User and 1word. Once your there tap Next, Choose the service you would like to enable. Then you sync with Outlook and hit save on the upper right hand corner","I believe that with Anywhere Expert, I would be helping people who have issues with trying to do certain things on their phones. Troubleshooting for example. I would like to be an Anywhere Expert because I like to learn new things and I have a long back ground in customer service. I feel I would be a good fit because I have experience with phones and I have personally been stuck and had no where to turn. Anywhere Expert would be an awesome job for me because I can do the job wherever whenever. Just from so of the items I have read I really would love to work for the company. It seems very employee friendly and everyone I have come in contact with, while doing the application process has been really down to earth. I am on my phone a lot, so to be able to help someone and make money as well sounds like a good combo!!",0,0,0,,0,0
Yes i can jelp you woth that One moment please bear with me.,How many times you drop the phone,Login in to you icloud and iTunes and see do it work from there l.,Because I'm covering from a lawn mower accident almost cut off my foot and I can't really work nowhere right know ,0,0,0,,0,0
"Hi Reggie I would be more than happy to help.

Let's start with a few steps to see if we can get your inquiry resolved.

Go to the application for dialing. Let me know when you complete this step.

Next hit contact list and select the contact that you wish to assign the ringtone to.

Did you complete those steps successfully?

Ok great, now you will notice a pen shaped icon which will enable you to edit the contacts info. Select the pen icon.

Find it?

Great! Now look for the ringtone button and select the ringtone you wish to assign to the contact. Don't forget to hit save.

Is there anything else I can help you with today Reggie?
","Hi Jamie, my name is Christina. I'm sorry that your having difficulty with your iPhone tonight but I would be more than happy to assist you with your problem.

Did you try hitting the power button?

Is the phone still connected to the charger?

Disconnect the phone from the charger and see if the screen cuts back on.

Did that help?

Let's try to do a hard reset. I need you to hold the sleep/wake button and the volume down button simultaneously for 5 seconds until you see the apple logo.

Do you see the apple logo?

Great! I'm glad your screen is back to working is there anything else I can help you with today Jamie?","Hi Timothy, I'll be more than happy to help.
Let's figure out what operating system you have so that I can guide you on what to do.
Go into the settings icon and click on general. Once you complete that let me know.

Next you will click on about and under version it will say what system your phone is operating on. Can you tell me what version it states?

Great so let's get your outlook email added. 

Click on settings and scroll down to mail.

Did you get that far?

Next hit accounts than click add account. Go ahead and click on outlook.com and add your personal email information.

Was I able to resolve all of your issues today Timothy? 
",As an anywhere expert I believe I will be helping a lot of people solve everyday technical issues. I'm very tech savy and I also enjoy helping others so this is a great way to combine two things that I'm 1ionate about. Anywhere expert is a flexible job I'll be able to do from just about anywhere as long as I have my phone. I can help people and earn money doing so on my own time. Being a anywhere expert would be beneficial to my life schedule wise as I am a student and stay at home mom. It would be a great opportunity to help others in my downtime and make extra money.,0,1,0,,1,0
"Hi Reggie. My name is Mandy, I would be happy to help you change the ringtone of a specific contact. Please go to the home screen, touch the apps button, then select contacts. Choose the contact you would like to change, the click edit, then select the more option, swipe from bottom to top until you see the ringtone option. Choose which ringtone you would like to assign by clicking that ringtone then select save. You then hit the back button to return to your contacts.",Hello Jamie! My name is Mandy. I would be happy to help you figure out why your IPhone 7 will not come back on. Have you tried to press and hold the power button? If this didn’t work have you tried hard reset? To do this press and hold the power button and the home button at the same time for 10 seconds or until you see the Apple logo appear. If this did not work try unplugging and plugging it into a different power source for an hour after an hour you should see the lower battery icon. If none of these work connect your phone to ITunes and try a system restore.,"Hello Timothy. My name is Mandy, and I would be happy to help you add your outlook.com email to your new iPhone. Please go to setting on your phone and locate the mail icon. Select the mail icon and then select accounts at the top, then select add account. You will then enter your outlook account information and follow the steps given to set up this account on your iPhone.",As an anywhere expert I think I will be helping people every single day. I really enjoy helping people and have worked in customer service for over 6 years. Being a anywhere expert would allow me to help a lot of different people from all over and I know that I would really enjoy that.,0,0,0,,0,0
"Hi, My name is Chelsie. I am happy to help you change the ringtone to a specific contact on your galaxy s8+. Access the dialer app, the window from where you're typing phone numbers when trying to call someone. Then Switch to the contact tab and browse until you identify a contact whose ringtone you want to change, Tap on the icon that is shaped like a pen to access the editing window for the selected contact. Tap on the Ringtone button, you will see a window with all the predefined ringtones currently available, you can pick which ringtone you want from that list, Or you can tap on the Add button and browse for a song stored on your phone and set it as a ringtone for that contact. If I have answered all of your questions. Enjoy the rest of your day.","Hi, my name is Chelsie and I am happy to assist you with getting your IPhone 7 to come back on. First I would say to make sure your phone is charged. If it is and the screen still does not come on. Lets do a hard reset. Press and hold down both the Sleep/Wake button(the button at the top of your phone) and the home button at the same time. Keep them held down until you see the Apple logo. If you see the apple logo that's a good sign. Do you have any other questions that I can assist you with? Enjoy the rest of your day.","Hi my name is Chelsie, I am happy to help you add Outlook.com email to your new iPhone. First launch the Settings App on your iPhone. Then tap on mail, contacts, calendars. tap on add account. tap on Outlook.com, enter your Outlook.com username and 1word and then tap Next in the upper right hand corner. Choose the services you'd like to enable and sync with Outlook and then tap save in the upper right hand corner. and you're done. If I have solved your problem for today, have a great day. ","I think I will be helping people solve their everyday problems with their personal devices. I enjoy helping people do things, and I feel that it will also help me learn new things as well. Learning and helping at the same time sounds like a plus to me. I know people like things done quickly, easy, and step by step and that is what I want to be for them. ",0,0,0,,0,0
"Hello Reggie my name is Kelly and  I would be happy to walk you through  assigning specific ringtones to contacts on your galaxy s8+.
Go to Phone > Contacts>select person> Select ‘Details’ > Edit (top of screen) > View more ( Just above ‘Scan Business Card ‘) > scroll down and you will see ringtone click that ( allow permission 1st time ) and it will bring up tones for you .  

Reggie I’m glad that you were able to follow the steps and get the ringtone assign to your contacts . I hope you enjoy the rest of your day and thank you for allowing me to help you.","Hello Jamie my name is Kelly and I’m sorry to hear your iPhone 7 is not turning back on. I’ll be happy to walk you through with turning your phone back on  . First  let’s plug your phone in to the wall. Just to ensure it’s not a charging issue. 
Now if that has not fixed the issue . While the phone is plug in I need you to press and hold your power button and your volume down button for about 15-20 seconds.  The white Apple logo will appear .  When this happens , release both keys and wait until the device reboots completely. 
I’m happy to see your phone has turned on Jamie . Thank yo for allowing me to assist you today Jamie have a great day . ","Hello Timothy my name is Kelly and I will be helping you get your outlook set up on your phone .  

Step 1 open settings app on your iPhone 
Step 2  Find ‘Accounts & 1words ‘  ( New settings for manage all types details)
Step 3 tap on ‘Add Account’
Step 4 Select your email provider ‘Outlook.com’ 
Step 5 enter your email address and 1word 
Step 6 Tap Next and wait for Mail to verify your account.
Step 7 Choose  information from your email account , like contacts or calendar that you would like to see on your device
6. Tap Save 

Timothy I’m happy to hear that you are starting to receive your email on your phone. That’s awesome enjoy the rest of your day !!!",I think I will be assisting customer who are having technical issues with their devices . I would be walking them through step by step through any issues they me be having with their tech in a timely manner . I am currently in the tech industry . I have been called the phone whisper by friends due to my ability to assist them with their devices . I’m look forward to be able earn some extra cash doing something I love which is working with customers and technology. ,1,1,1,0,3,0
"Hello! My name is Veronica. I will be more than happy to help you change the ringtone of a specific contact on your galaxy s8+. From your home screen, you would touch and open the Contacts app. You will then find the contact that you wish to modify. Once you locate your contact, click the Edit button, scroll near the bottom, and click View More (right above the Scan Business Card button). Scroll down and you will see the Ringtone field. From there you can edit the ringtone of that specific contact.","Hello! My name is Veronica. I’m sorry that your screen shut off on your IPhone 7 while charging. Let’s try some trouble shooting to get that back on and working as soon as possible. Let’s first try to Force Restart your device. This will do a hard reset. To accomplish this force reset, you will press and hold down the Sleep/Wake button and the Volume down button at the same time. You will continue to hold the button combo until your see an Apple logo appear on your screen. The screen will go dark and then a launch screen will appear. When the launch screen appears you can let go of the button combo. Let’s try this step first, and if this does not work, we can look into more options to resolve this issue.","Hello! My name is Veronica. I will be more than happy to add your Outlook.com email to your new IPhone (iOS 11).  First, you will launch the Settings on your iPhone. This app has a grey icon that looks like a mechanical wheel. Once in Settings, tap on Mail, Contacts, Calenders. From there you will click Add Account and then Outlook.com. Enter your Outlook.com username and 1word and then then tap Next in the upper right hand corner. Choose which apps you would like to sync with your Outlook.com email and then click save. Please let me know if this works for you.",As an Anywhere Expert I think I will be delivering exceptional customer service and problem solving skills to customers via chat at any time. I want to be an Anywhere Expert to showcase my customer service and technical skills with the convenience factor of being able to work from home. ,0,1,0,,1,0
"Hello Reggie, I'm Bucky -- Just to be sure I'm clear on your issue, you're trying to change the ringtone for one contact in particular, is that correct?

Great! That's certainly something I can help you with today. Would you be able to navigate to the contact for me in your contacts app?

You're there? Alright, find the contact you're trying to set a ringtone for, tap on the entry for them. You should see an edit button for them towards the top right-ish of that window that comes up, it might look like like a little pencil. Go ahead and tap on that.

Nice, we're almost done. Now that you're in the edit contact window, the option for setting the contact ringtone should be buried in there. You might have to scroll down or hit more, but you want to find the line that says 'Ringtone'. Tap on that, select your ringtone, and then save the contact at the top and you're done!

Now that you know the procedure for this, do you want to make another dummy contact really quick and assign a ringtone, just so you can call yourself from another phone and confirm it works before you let me go?

Awesome, glad I could help. Is there anything else I can help you with today?

No problem, have a great rest of the day!

","Hi Jamie, I'm Bucky. I'll see if I can't get you sorted out here today. My first suspicion would be that the device just wasn't adequately charging and has now turned off. What was the battery percentage at at when you last checked it?

Oh, it was 95% you say? How interesting, that's the complete opposite of when most people chose to charge their phones. It's almost as if this scenario is super open ended! Well in that case, we might need to attempt to restart your phone. Try holding down the on/off button and the volume down key at the same time. Go ahead and hold that for at least ten seconds.

Great, So that solved your problem? Is there anything else I can do for you today?

It was my pleasure. Enjoy the rest of your evening!","Hi Timothy, I'm Bucky, and I'd be more than happy to help you with that today. If you open settings, then navigate to 'Accounts & 1words', then 'Add Account', you should see Outlook.com towards the bottom of the list. [if he's wrong and he's using iOS 10 or older, I looks like that's Mail -> Accounts -> Add Account instead]

Right, enter your login credentials there, just like you would on the website.

Yes, it's okay to answer yes to that permission dialog. After you do that, tick all of the services you want to use on, and you should be good to go!

Can you check your mail for me to confirm that it's working?

Awesome! Is there else you needed help with today?

No problem, feel free to reach back out any time you do. Have a great rest of the day!","It seems like you're mostly centered around mobile stuff.. after all you're partnered with Asurion (or are Asurion? That wasn't exactly clear). Either way, it seems like I'd mostly handle requests for basic phone navigation stuff and the occasional bit of basic troubleshooting. That doesn't bug me, and I'm more than happy to help people with simple stuff like that.

Why do I want to be an anywhere expert? I'm actually an IT consultant already.. I build business phone systems, but the nature of my work means that sometimes I'm slammed and sometimes I have 48 hours of downtime. For that reason, It's super appealing idea to be able to supplement my income a bit when I'm having a slow day. I very much like the aspect that you aren't tied down to a specific time window or need to work a certain quota, you're just paid on what you're able to fix.

Also as a side note, I really enjoy document writing and would be willing to contribute to a soluto community-maintained wiki for troubleshooting tips. It seems like your intercom setup is a little barren with mostly marketing info.",0,1,1,80,2,1
